reply_settings,lang,conversation_id,author_id,public_metrics,id,text,source,created_at,search_query,referenced_tweets,geo,in_reply_to_user_id
everyone,zh,806936809498406912,555271978,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806936809498406912,Im so scared~~~~~~剛講電話講到一半，突然聽到有一個聲音說「好吵喔⋯⋯」😱😱😱，真的嚇到了⋯我朋友安慰說是我聽錯了⋯呃～～好可怕⋯⋯⋯😖😖😖 !! #scared... http://someurl,Instagram,2016-12-08T19:01:42.000Z,#scared,,,
everyone,zh,798040817806045184,514481235,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",798040817806045184,原來做惡夢到醒不來是真的..| 太多太多可怕的事了 原來我也會哭著驚醒| 最近有點害怕睡著..| #jain #nightmares #feel #scared #terrible #dreams... http://someurl,Instagram,2016-11-14T05:52:12.000Z,#scared,,,
everyone,zh,793088312391131137,1407741890,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",793088312391131137,來應景一下唄！| #happyhalloween🎃 #scared #omg #1031 jouan603 #HappyBirthDay #friendinjuniorhigh #wish... http://someurl,Instagram,2016-10-31T13:52:43.000Z,#scared,,,
everyone,zh,759101465319370753,720118740759810048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",759101465319370753,台中下大雷雨| 雷聲真的滿可怕的....| 閃電也好亮| | #taichung #taichungcity #rain☔ #rain #terrible #scared http://someurl,Instagram,2016-07-29T19:01:07.000Z,#scared,,,
everyone,zh,757639688253419520,84250409,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",757639688253419520,▪️Hon. Elijah Muhammad 跟我们说过” 男人只有的天堂是在女人找得到▪️#Women #Farrakhan #heaven #divine #scared  http://someurl,Twitter for iPhone,2016-07-25T18:12:32.000Z,#scared,"[{'type': 'quoted', 'id': '757546590789705728'}]",,
everyone,zh,744886522013417474,50674527,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",744886522013417474,很好  我的眼睛現在腫的見不得人耶😰認真考慮明天要不要出門😑| #hurted #LITTLESURGERY #EYES #SWELLING #SHOCKED #SCARED #DOCTOR # http://someurl,Instagram,2016-06-20T13:36:00.000Z,#scared,,,
everyone,zh,742373314476277760,725565554,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",742373314476277760,20160612| 每次來台茂就是看鬼片| 花錢來嚇自己| 而且還那麼貴😢| 可以不要再出鬼片了嗎！| #厲嬰宅2 #紅衣小女孩 #scared @ 台茂美麗華影城 http://someurl,Instagram,2016-06-13T15:09:25.000Z,#scared,,,
everyone,zh,740522414770098176,738260827673743360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",740522414770098176,最近一直在追電影，哈！| 希望會好看...| #theconjuring #movies #scared http://someurl,Instagram,2016-06-08T12:34:36.000Z,#scared,,,
everyone,zh,728548168384716800,3061544394,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",728548168384716800,聽說明天。。。是丙檢| gg~~~~~| 拜託給我DESIGNER| 拜託讓我過ㄚ| #丙檢  #scared  #please  #pass,Twitter for Android,2016-05-06T11:33:13.000Z,#scared,,,
everyone,zh,718430468966785024,725565554,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",718430468966785024,我笑的真誠或虛偽| 都是因為想讓一切更有希望| 我找了千百個理由| 卻不願面對唯一的答案| 所有的不安襲捲而來| 我真的想知道真相嗎| #ex #truth #scared http://someurl,Instagram,2016-04-08T13:29:06.000Z,#scared,,,
everyone,zh,702502715398742017,449966335,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",702502715398742017,這大概可以形容我剛剛站上體重機被自己嚇到的感受了😱😱😱| #scared #fat #omg #😭 #pot #excercise #jogging #taiwanese #iphone6s... http://someurl,Instagram,2016-02-24T14:37:53.000Z,#scared,,,
everyone,zh,700219957716480000,48932130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",700219957716480000,Watching paranormal activity，吓到我妈的儿子了。| #paranormalactivity | #tokyonight | #scared http://someurl,Instagram,2016-02-18T07:27:02.000Z,#scared,,,
everyone,zh,696976056234991616,292170430,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",696976056234991616,世界上的巨人這麼多～| 有力量、沒穿衣、人模樣、豬心肝～| #進擊的巨人展| #被巨人拆吃落腹  #attackontitan #kyojin #scared #afraid #horror... http://someurl,Instagram,2016-02-09T08:36:55.000Z,#scared,,,
everyone,zh,693400350708088833,2313807476,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",693400350708088833,10 days left before my operation leg is going...[撇嘴][吐][饥饿][晕] #scared #worried #hmm,WeChat app,2016-01-30T11:48:21.000Z,#scared,,,
everyone,zh,688381947224047617,456738506,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",688381947224047617,"Jungle flight 雖然姊膽大,但腿還是有點軟😂 #memebag #chiangmai #smile #junglefight #scared #high #腳軟 @ Jungle... http://someurl",Instagram,2016-01-16T15:27:00.000Z,#scared,,,
everyone,zh,668765783980380160,2988414102,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",668765783980380160,Terrible!!!| 阿拉斯加大螃蟹⋯| 你嚇死我，那我吃你喔！！| #scared #longbeach #5kg #omg @ Long Beach Seafood http://someurl,Instagram,2015-11-23T12:19:22.000Z,#scared,,"{'place_id': '58a4c3a0d54e1400', 'coordinates': {'type': 'Point', 'coordinates': [103.81208004, 1.30610051]}}",
everyone,zh,660392505570029569,152727174,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",660392505570029569,佢..好驚!!!!😅😂😂| Hes..so scare!!! | #scared http://someurl,Instagram,2015-10-31T09:46:57.000Z,#scared,,,
everyone,zh,658853932635025408,135532169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",658853932635025408,是时候该痛苦一番了！(x_x)#dental #firsttime#scary #scared #itsokay #nothinghappened #一开始紧张死 #过后没事了 #下个月再一次 http://someurl,Instagram,2015-10-27T03:53:13.000Z,#scared,,,
everyone,zh,657940851285434368,2883428808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",657940851285434368,＜24.10.2015＞| | 靈三OP玩命記😀。| | #hkig #hkgirl #hkboy #op #halloween #scared #腳快斷... http://someurl,Instagram,2015-10-24T15:24:57.000Z,#scared,,,
everyone,zh,657579322937466880,3515840532,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",657579322937466880,上午還在為了nuclear bomb的事情開心(´ΘωΘ`)| 現在只希望只是我想太多:;(∩´﹏`∩);:| #I #am #so #scared,Twitter Web Client,2015-10-23T15:28:22.000Z,#scared,,,
everyone,zh,649742065421688832,192054469,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649742065421688832,剛睡醒就看到有眼睛瞪著自己對老人家心臟真的不太好😬| #Cat #Scared @ 林口三塊厝 http://someurl,Instagram,2015-10-02T00:25:54.000Z,#scared,,,
everyone,zh,648416187773116416,2558055572,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648416187773116416,我好害怕...😨...| #scared #doll #Elsa #costco #2015Sep28 http://someurl,Instagram,2015-09-28T08:37:20.000Z,#scared,,,
everyone,zh,639612432697159681,243565569,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",639612432697159681,太可怕被撞了幾次屁股 鹿餅瞬間被搶光... #NaraPark #deer #lovely #but #scared #bambi #baby #Osaka #Japan #cookies... http://someurl,Instagram,2015-09-04T01:34:22.000Z,#scared,,"{'place_id': '3c420466fa0082a9', 'coordinates': {'type': 'Point', 'coordinates': [135.83241087, 34.68434876]}}",
everyone,zh,639295248775127040,471514350,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",639295248775127040,"Goodbye for now, Aguni island~ #Nahabound #nervous #worried #scared @ 粟国港 http://someurl",Instagram,2015-09-03T04:33:59.000Z,#scared,,"{'place_id': 'b17f2e6d08406d7d', 'coordinates': {'type': 'Point', 'coordinates': [127.23272856, 26.57879948]}}",
everyone,zh,636541307679281152,443674164,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",636541307679281152,2015.08.26| 我好怕 真的好怕 | 還沒準備好 | #iphone #scared #unready #confused #hollister #outdoors http://someurl,Instagram,2015-08-26T14:10:48.000Z,#scared,,,
everyone,zh,633640265018933250,8244152,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",633640265018933250,錄音室出現奇怪的聲音！| | #屍憶 #吳慷仁 #謝庭菡 #嚴正嵐 #電影 #鬼月 #電台 #鬼片 #廣播 #飛碟得電影世界 #飛碟電台 #film #radio #ghost #scared... http://someurl,Instagram,2015-08-18T14:03:06.000Z,#scared,,,
everyone,zh,633623997058580480,1556373314,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",633623997058580480,不到考试那天都不会害怕😖😖😖 #exam #시험 #20150818 #Tuesday #scared #무서워 #죽었어 http://someurl,Instagram,2015-08-18T12:58:27.000Z,#scared,,,
everyone,zh,632492338707853312,2231049408,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}",632492338707853312,http://someurl - 該來的還是要來 #live #stream #Twitch Plays Char Plays #Horror Day2 - #ugly #scared #scream #sho... http://someurl,IFTTT,2015-08-15T10:01:39.000Z,#scared,,,
everyone,zh,629751734617907200,282337487,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",629751734617907200,窗外風大雨大!!!😫| 屋內又停電!!!😫| 整棟樓還會搖!!!😫| 是要怎麼安心睡!!!😫| | #颱風天##Typhoon##scared##night##rain##wind#雨##風##風大雨大##... http://someurl,Instagram,2015-08-07T20:31:28.000Z,#scared,,,
everyone,zh,626736024018886656,840998497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",626736024018886656,第一次公出| 幫客戶上教育訓練| 上完課手機拿出來| 被洗成這樣是怎麼回事😨| #公出 #教育訓練 #LINE| #scared http://someurl,Instagram,2015-07-30T12:48:06.000Z,#scared,,,
everyone,zh,623314850119307264,2541359054,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",623314850119307264,哈妮那天又被嚇倒了。😱| #Hani #EXID #Scared #interesting #adorable #lovely http://someurl,Instagram,2015-07-21T02:13:35.000Z,#scared,,,
everyone,zh,622742291963379716,2541359054,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",622742291963379716,離開8小時了，還是來跟Showtime，來回味一下。| #EXID #Hani #SoulG #Hyelin #Showtime #Cry #Scared http://someurl,Instagram,2015-07-19T12:18:27.000Z,#scared,,,
everyone,zh,621866672358563840,2541359054,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",621866672358563840,哈妮是要變身了？| 她們現在再往臺灣的飛機上了。| 😂😂😂| #EXID #Hani #Scared #funny #pose #lovely #adorable http://someurl,Instagram,2015-07-17T02:19:03.000Z,#scared,,,
everyone,zh,620107172358299648,1514041764,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",620107172358299648,這堆蟹讓密集恐懼症的我....| #buffet #LIN #crabs #scared #terrified @ 林酒店the Lln Hotel Lv百滙 http://someurl,Instagram,2015-07-12T05:47:25.000Z,#scared,,,
everyone,zh,616630116978978816,30635943,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",616630116978978816,Photo: 驚嚇日 #thekeys #scared#screaming #鬼屋 #密室逃脫。我覺得宅在家雷頓教授比較適合我 可怕😨 http://someurl,Tumblr,2015-07-02T15:30:50.000Z,#scared,,,
everyone,zh,614027485618008064,244860063,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",614027485618008064,🐶小白“惊”到！😆| #durian #doggy #doggie #dog #scared #bescared #dogsofinstagram http://someurl,Instagram,2015-06-25T11:08:55.000Z,#scared,,,
everyone,zh,613407193589661696,1251257311,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",613407193589661696,每次看到思涵的臉就覺得可怕....| #scared http://someurl,Twitter for iPhone,2015-06-23T18:04:06.000Z,#scared,,,
everyone,zh,612337970784436224,1900039356,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",612337970784436224,看完侏羅紀世界嚇到我頭髮都亂了😂 #jurassicworld #scared #ohgod #good #movie #InstaSize http://someurl,Instagram,2015-06-20T19:15:23.000Z,#scared,,,
everyone,zh,609081783548846080,274466749,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",609081783548846080,我有kyungsoo 陪我訓| #kyungsoo #exoluxion #exo #exo_l #exo_l #kpop #korean #monster #boo #instacute #scared... http://someurl,Instagram,2015-06-11T19:36:28.000Z,#scared,,,
everyone,zh,606130428433604608,753658364,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",606130428433604608,...........夠了喔| 我超認真在看東西你突然這樣要嚇死誰...😑| | #scared #doggy http://someurl,Instagram,2015-06-03T16:08:50.000Z,#scared,,,
everyone,zh,603796536582103040,57921962,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",603796536582103040,Weve been warned!! #warning #scared #hkmission @ Pui O Beach 貝澳沙灘 http://someurl,Instagram,2015-05-28T05:34:46.000Z,#scared,,"{'place_id': '017f6751306425f0', 'coordinates': {'type': 'Point', 'coordinates': [113.97731238, 22.23985562]}}",
everyone,zh,600211992331362305,579677256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",600211992331362305,ᶠᴬᴸᴸᴵᴺᴳ ᴰᴼᵂᴺ| 看不到底超可怕的你知道嗎？| #scared #falling #noidea http://someurl,Instagram,2015-05-18T08:11:05.000Z,#scared,,,
everyone,zh,596199554934034433,910875823,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",596199554934034433,昨晚發了一個很可怕的夢| 醒來的一刻 我在流淚| | #life #allaboutricardolsw #belief #nightmare #scared #crazy #sad http://someurl,Instagram,2015-05-07T06:27:05.000Z,#scared,,,
everyone,zh,591176593034387456,479527841,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",591176593034387456,#被狗追 真的有點可怕| 瞬間眼前浮現各種 #回憶| 可以不要再嚇我了嗎？| #0423 #2015 #Taipei #taiwan #catherinespic #Louisacoffee #scared... http://someurl,Instagram,2015-04-23T09:47:37.000Z,#scared,,"{'place_id': '019a3137395a2973', 'coordinates': {'type': 'Point', 'coordinates': [121.44700758, 25.04903484]}}",
everyone,zh,591159025204625408,135138113,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",591159025204625408,評圖Day～| 我差點把我創意裙燙到融化～✌️| #scared #school #art #skirt http://someurl,Instagram,2015-04-23T08:37:49.000Z,#scared,,,
everyone,zh,581300015072698368,1430034740,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581300015072698368,如蚯蚓般～不斷充實自己～在那某天～大雨磅礡之日探出頭來時～那一身的本事定會讓人驚豔～| 此蚯蚓定成就非凡～| Yap~You scared me😱| #蚯蚓 #肥肥的 #下雨天 #scared... http://someurl,Instagram,2015-03-27T03:41:38.000Z,#scared,,,
everyone,zh,579570425601990656,105725132,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",579570425601990656,聊天聊到一半發現手上多了一隻奇怪的生物，差點沒被嚇壞嗚嗚短期內不敢去巴克禮了啦太不ok了！！| | 這到底是什麼生物嗚嗚！！！！？| | #caterpillar #park #scared... http://someurl,Instagram,2015-03-22T09:08:52.000Z,#scared,,,
everyone,zh,574227999983202304,2336907314,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",574934268213755904,@someuser 哈哈好啊| #scared of cats,Twitter for iPhone,2015-03-09T14:06:25.000Z,#scared,"[{'type': 'replied_to', 'id': '574227999983202304'}]",,2333081550
everyone,zh,556187804276121600,1454697366,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",556187804276121600,凡潮太猛了 出大絕 | #scared#Pinocchio#徐凡潮#drama#Korea#皮諾丘#匹諾曹#good#best#tear#編劇超厲害#idol#super#better http://someurl,IFTTT,2015-01-16T20:34:40.000Z,#scared,,,
everyone,zh,550314665138720768,1592503339,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",550314665138720768,就是這個| 真的讓我很害怕又生氣!!😡| 想知道什麽原因請看上個post| | #aiahk #aiacarnival #aia #hkig #hk #central #hongkong #scared... http://someurl,Instagram,2014-12-31T15:36:55.000Z,#scared,,,
everyone,zh,546492546474856448,487723787,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",546492546474856448,澳洲的煙盒都好恐怖| | #Australia #Cigarettes #Always #Scared #Me| | #21DEC2014 http://someurl,Instagram,2014-12-21T02:29:11.000Z,#scared,,,
everyone,zh,539973785274052608,598629651,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",539973785274052608,文化最近也太不平靜了...| 兇殺案更是讓人毛骨悚然...| #taipei #taiwan #murder #scared #pccu #yangmingshan #unfortunately @ 中國文化大學大義館 http://someurl,Instagram,2014-12-03T02:45:57.000Z,#scared,,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [121.53957421, 25.1363217]}}",
everyone,zh,535527047804616704,839723191,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",535527047804616704,第一次在中央| 遇到這種情況| 拜託一定要沒事| 早晨快來臨好嗎？| | 我一定要弄個滅火器在我這| #warning bell #no fire #scared,Twitter for Android,2014-11-20T20:16:12.000Z,#scared,,,
everyone,zh,534512572339195904,2459441431,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",534512572339195904,水晶摩天輪其實有點驚悚阿rrrrrr #scared #selfie #boy&girl #monday #FerrisWheel #moment #taipei #taiwan #cky2013... http://someurl,Instagram,2014-11-18T01:05:02.000Z,#scared,,,
everyone,zh,531409249935831041,166082533,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",531409249935831041,有人看到這個會做惡夢嘛😂| #Does #he #let #you #scared http://someurl,Instagram,2014-11-09T11:33:32.000Z,#scared,,,
everyone,zh,529680087508340737,1900039356,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",529680087508340737,我朋友說我現在的屁股又大又肉有翹⋯⋯可以還我50公斤嗎？ #omg #my #big #fat #shit #大屁股 #yomei  #scared  #come #back #my #50... http://someurl,Instagram,2014-11-04T17:02:28.000Z,#scared,,,
everyone,zh,525610506862997504,127562150,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",525610506862997504,"回家後發現你們快沒地方放了,現在超怕地震,我的杯杯們><″ #starbucks #icon #scared #earthquake #Tainan #Taiwan @ Tainan city http://someurl",Instagram,2014-10-24T11:31:24.000Z,#scared,,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [120.2428199, 22.9815783]}}",
everyone,zh,519543397825003521,2841395587,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",519549287152095232,@someuser 沒想到這麼搭.............真是可怕的巧合...........該怎麼說，感覺有點靈異　#scared,Twitter Web Client,2014-10-07T18:06:17.000Z,#scared,"[{'type': 'replied_to', 'id': '519543812847190016'}]",,2842388016
everyone,zh,518993159779414017,2841395587,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",519024051247792128,@someuser 你怎麼聞得到我....#scared,Twitter for iPhone,2014-10-06T07:19:11.000Z,#scared,"[{'type': 'replied_to', 'id': '519023422714560513'}]",,2842035698
everyone,zh,517260122805260288,951317874,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",517260122805260288,#squaready 一start车声音吓到我了。| #suzuki #scared #funny http://someurl,Instagram,2014-10-01T10:29:58.000Z,#scared,,,
everyone,zh,513964846539239424,2332667046,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",513964846539239424,瞬间恐怖的毒誓。#scared,Twitter for Android,2014-09-22T08:15:43.000Z,#scared,,,
everyone,zh,504917305059717121,116525206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",504917305059717121,到底是要我多堅強？ #Portland #scared by yinnnggg00 http://someurl Thanks for showing your Oregon... http://someurl,Facebook,2014-08-28T09:04:01.000Z,#scared,,,
everyone,zh,504071160112619520,47632156,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",504071160112619520,Nightmare....get away!!!!| 連夢都不想夢的噩夢| 拜託⋯我是個超級俗辣| 不要嚇我😫| Please dont scare me...| #scared #nightmare #no... http://someurl,Instagram,2014-08-26T01:01:44.000Z,#scared,,,
everyone,zh,501777979446267904,1012535371,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",501777979446267904,看!是鱷魚!| #nightmarket #crocodile #animal #starving #lol #funny #scared #follow #followme #happy http://someurl,Instagram,2014-08-19T17:09:27.000Z,#scared,,,
everyone,zh,493703983328817152,997285044,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",493703983328817152,👭| 不知道今天喊了幾次臥槽!| 但還是覺得一定要被嚇一下才不會浪費錢😂| 每次出去回來一定身無分文😫😫| #scared#sis#date#squaready http://someurl,Instagram,2014-07-28T10:26:16.000Z,#scared,,,
everyone,zh,483871348415287296,188635127,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",483871348415287296,好小的壁虎還蠻可愛。Tiny #gecko #scared #cute #詠艾 http://someurl,Instagram,2014-07-01T07:14:54.000Z,#scared,,,
everyone,zh,483461401143681024,1568524094,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",483461401143681024,"ⓒ ☺️✨ 每天的努力著求什麼, 未來的路從未知... 辛苦也要自己扛下來吧... 我的苦中一點甜呢... #minions #supreme #supremenewyork #scared #boxlogo #stress ... http://someurl",IFTTT,2014-06-30T04:05:54.000Z,#scared,,,
everyone,zh,481520275821826048,598629651,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",481520275821826048,勸女神少吃點| 但女神說就是要吃| #yangmingshan #pccu #taipei #taiwan #麥當勞 #french #fries #macdonald #scared #big... http://someurl,Instagram,2014-06-24T19:32:34.000Z,#scared,,"{'place_id': '204a435ce97d5de4', 'coordinates': {'type': 'Point', 'coordinates': [121.54654749, 25.13780189]}}",
